Author,Date,Text,Retweet?,Polarity_SW,Polarity_NSW,User Location,User_Follower_Count,Longitude,Latitude
daneaucker,2019-12-12 12:48:43,"Democrat Alabama watching Brett Kavanaugh hearings, disgusting thing I've seen. Now,",True,-0.25,-1.0,PSUD ➡️ SRU ,409,,
DragonflyMom58,2019-12-12 12:48:43,man Collins embarrassment. Surely put better candidate next time. Tell g,False,0.3333333333333333,0.3333333333333333,SW Florida,590,,
Resistance65,2019-12-12 12:48:43,public servants Trump smeared 'traitors' 'human scum' Time magazine's 2019 'Guardians Year' https,True,-0.09999999999999999,-0.09999999999999999,"New York, NY",6249,,
duncandelight,2019-12-12 12:48:43,"Nutsack Nadler AWOL farce impeachment clown show, urged slam gavel Matt Gaetz dono",True,0.01481481481481479,-0.4,,90,,
CROMAN_,2019-12-12 12:48:43,thread great example history repeating itself.,True,0.8,0.8,,1207,,
globalistreason,2019-12-12 12:48:43,"dumbest person congress, also one biggest liars.",False,0.0,0.0,,6954,,
RealLockThemUp,2019-12-12 12:48:43,". shows partisan Democrats' lead investigator, Mr. Goldman, partisan hack. NOTHING",True,0.0,0.0,"Texas, USA",1096,,
john_peacher,2019-12-12 12:48:43,Makes wonder hes done something even worse dont know about.,True,-0.4,-0.4,"Pennsylvania, USA",145,,
Toni58623231,2019-12-12 12:48:43,hope watching House Judiciary Committee debating articles Impeachment...it stunning...are going,True,0.0,0.0,"Carmel, IN",151,,
SueJaco91874231,2019-12-12 12:48:44,. 17 24 Democrat members Judiciary Committee voted favor impeachment even befor,True,0.2,0.0,,46,,
FlyingCloud01,2019-12-12 12:48:44,Paradox refuse learn history bound repeat it. America multiple chances leave whiteness behin,True,0.0,0.0,United States,285,,
Choccy_Milk_Man,2019-12-12 12:48:43,really wild democrats putting 'resistance' energy impeachment since 100 die,True,0.1,0.1,"Sydney, New South Wales",143,,
ElContador2000,2019-12-12 12:48:44,"thing happening impeachment nonsense, left creating new laws delibe",False,0.04545454545454545,0.06818181818181818,"England, United Kingdom",10568,,
MoureLinda,2019-12-12 12:48:44,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,"Myrtle Beach, SC",64,,
deplorablebigd2,2019-12-12 12:48:44,"Thank you, Louie rubbish Democrats peddle Oh step crack &amp; say Whistleblower's name, you'l",True,0.0,0.0,,1789,,
540_r,2019-12-12 12:48:44,Adam Schiff training impeachment sham.,True,-0.2,-0.2,"Washington, USA",41,,
wenzforfreedom,2019-12-12 12:48:44,"you, Mr. President. Never doubt that.",False,0.0,0.0,,12774,,
KurtSchingoethe,2019-12-12 12:48:44,". shows partisan Democrats' lead investigator, Mr. Goldman, partisan hack. NOTHING",True,0.0,0.0,United States,13776,,
DannyCo28192881,2019-12-12 12:48:44,Adam Schiff training impeachment sham.,True,-0.2,-0.2,,5123,,
SheilaJDiaz1,2019-12-12 12:48:44,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,,6,,
VetAction,2019-12-12 12:48:44,Great thread.,True,0.8,0.8,United States,3690,,
mattgenebach,2019-12-12 12:48:44,"also, anyone decides vote impeachment, Republican Democrat, supportive indifferent c",True,0.5,0.5,,228,,
Trumpanzee666,2019-12-12 12:48:44,show though completely normal? Black protestors police brutality casually called mass murd,True,-0.17222222222222228,-0.17222222222222228,"Dumbass, USA",1870,,
SheriBentsen,2019-12-12 12:48:44,Kurt answers question always yelling,True,0.0,0.0,#CT #UniteBlue,192453,,
itsovergiveitup,2019-12-12 12:48:44,Adam Schiff today? staff testify instead? built impeachment hoax gr,True,0.0,0.0,,145,,
Souther69015391,2019-12-12 12:48:45,Weaponizing impeachment political purposes founders intended. Democrats fast tracked ho,True,0.1,0.1,,44,,
realGhibirdic,2019-12-12 12:48:45,". shows partisan Democrats' lead investigator, Mr. Goldman, partisan hack. NOTHING",True,0.0,0.0,,128,,
Quistcha,2019-12-12 12:48:45,think would never find out?,True,0.0,0.0,The Peoples Republic of MA,6364,,
mickeynu477,2019-12-12 12:48:45,"WOKE Democrat Alabama watching Brett Kavanaugh hearings, disgusting thing I've seen. N",True,-0.25,-1.0,,5105,,
Liz2Mec,2019-12-12 12:48:45,Kurt answers question always yelling,True,0.0,0.0,,3831,,
Maureen96298305,2019-12-12 12:48:45,greatest danger [Alexander] Hamilton said would impeachment used politically party,True,0.5,0.5,"Pennsylvania, USA",73,,
rdavisreads,2019-12-12 12:48:45,Kurt answers question always yelling,True,0.0,0.0,New York City,389,,
corn_barley,2019-12-12 12:48:45,"McConnell desperate retain power, go lengths so. Absolute power corrupts absolutely. go",True,-0.06666666666666665,-0.06666666666666665,,2589,,
sockmonkeylove9,2019-12-12 12:48:45,worst part impeachment exactly Russia wanted. knew would tear country apart,False,-0.375,-0.375,"Prescott, AZ",29,,
Deltaforcegmai1,2019-12-12 12:48:45,Zero evidence law broken. Theyre even alleging law broken. abuse Const,True,-0.4,-0.4,,0,,
Jacquew33217903,2019-12-12 12:48:45,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,,141,,
MichaelHoefling,2019-12-12 12:48:45,Adam Schiff training impeachment sham.,True,-0.2,-0.2,"Logan, NJ",702,,
toler_jean,2019-12-12 12:48:45,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,👍👍👍,98,,
FadeToBlack2020,2019-12-12 12:48:45,Ever read article Muslims declaring armed jihad people telling us thoughts?,True,0.0,0.0,"Los Angeles, CA",2622,,
hemomomwithhart,2019-12-12 12:48:45,vote yes articles impeachment. believe evidence overwhelming President abused,True,0.5,0.5,Yinzerville,1148,,
JamesThorntonJr,2019-12-12 12:48:45,"Wait, InfoWars host Johnson interviewed random Trump supporter video?",True,-0.5,-0.5,"Milford Mill, MD",120,,
usa98mx,2019-12-12 12:48:45,Democrat attacks President fall one three categories 1. Hearsay 2. Conjecture 3. Substantive policy,True,0.0,0.0,World,359,,
DianeSRobertson,2019-12-12 12:48:45,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,,193,,
Jwil320,2019-12-12 12:48:45,BREAKING House Democrats announced continue pursue impeachment President Trump even AFT,True,0.0,0.0,"Texas, USA",45,,
Sm88582316Mikey,2019-12-12 12:48:45,"WOKE Democrat Alabama watching Brett Kavanaugh hearings, disgusting thing I've seen. N",True,-0.25,-1.0,"Porterville, CA",74,,
SUJAN964,2019-12-12 12:48:45,"Democrats pushing impeachment, delivering results Pennsylvania *160K new jobs *bil",True,0.13636363636363635,0.13636363636363635,Calcutta,113,,
RightwingAlice,2019-12-12 12:48:45,"Jordan again. afternoon 445, Democrats said Republicans must submit amendments ridiculous impeachme",True,-0.3333333333333333,-0.3333333333333333,USA,3875,,
caroleevans,2019-12-12 12:48:45,"Nah. cult. looks like one, walks like one quacks like one.",True,0.0,0.0,Ipswich,459,,
Rochell81486461,2019-12-12 12:48:46,MUSTREAD Gaetz Torches Democrats Impeachment Lawyer Says Hes Partisan ImpeachmentHearings,True,0.0,0.0,"Virginia, USA",648,,
D_Dextra,2019-12-12 12:48:46,Knowledge exculpatory evidence several weeks ago could've spared us whole quid pro quo/bribery nonsense...unless,True,0.1,0.1,,13523,,
atlstoryteller,2019-12-12 12:48:46,"historic markup articles impeachment, charging Trump, pundits said would happen; Speaker",True,0.0,0.0,"Atlanta, GA",835,,
hinck07,2019-12-12 12:48:46,FLOOD PHONE LINES sure call congressional representative express outrage sham impeachment,True,0.15,0.15,,468,,
debstalking,2019-12-12 12:48:46,USA Today editorial board calls Trump's impeachment,True,0.0,0.0,,204,,
jenn_fordham,2019-12-12 12:48:46,Vote out. said shed work Trump. Shes moderate.,True,0.0,0.0,,806,,
WoodsProcedure,2019-12-12 12:48:46,FLOOD PHONE LINES sure call congressional representative express outrage sham impeachment,True,0.15,0.15,United States,386,,
OdinsonJohn,2019-12-12 12:48:46,Democrats trying Unity tour now. split Country even further. Pissing 63 Million Americ,False,0.0,0.0,,0,,
OliverF,2019-12-12 12:48:46,Democrat backbencher excellent job making extremely clear Democrats impeaching President Trump,True,0.55,0.55,AMERICA!,1640,,
DickProblems,2019-12-12 12:48:46,"live moderate district, call congressional representative tell give money prima",True,0.06818181818181818,0.06818181818181818,Bmore,390,,
TheOldPeeps,2019-12-12 12:48:46,Pence Refuses Declassify Call Ukrainian President via,False,0.0,0.0,"Texas, USA",635,,
bigstuuuu,2019-12-12 12:48:46,"Trump supporters president's rally Hershey, Pennsylvania tell CBS News thoughts impeachment possibi",True,0.0,0.0,blo,153,,
Prageetnoone,2019-12-12 12:48:46,". rather shocking Democrats built impeachment articles mere hearsay, speculation,",True,-0.75,-0.75,,150,,
Dutch12boy,2019-12-12 12:48:46,. impeachment Call members Congress &amp; Senators saying dont want impeachment go,True,0.0,0.0,,104,,
taw1231verizon,2019-12-12 12:48:46,Impeachment hearings changed mind voting second term?,True,0.0,0.0,Long Island NY,4396,,
astroprofeddie,2019-12-12 12:48:46,"Senate Repubs cant refute evidence Trump still abusing power, betraying national security, corrupting hi",True,0.0,0.0,"New Jersey, USA",402,,
ericjonahschwab,2019-12-12 12:48:46,"live moderate district, call congressional representative tell give money prima",True,0.06818181818181818,0.06818181818181818,,66,,
CROMAN_,2019-12-12 12:48:46,Everyone's talking impeachment Clinton &amp; Johnson presidents ever impeached. people,True,0.25,0.0,,1207,,
kwcannon7,2019-12-12 12:48:46,Adam Schiff's top impeachment stafferthe guy questioned witnesses HSPCI's impeachment theater wrote,True,0.5,0.5,cannonplace@aol.com,785,,
AcheeJackie,2019-12-12 12:48:46,Yep. ask Ignatius knew Dossier GPS &amp; Hillar,False,0.0,0.0,Louisiana ,2066,,
echandalj,2019-12-12 12:48:47,Democrat attacks President fall one three categories 1. Hearsay 2. Conjecture 3. Substantive policy,True,0.0,0.0,Honduras,527,,
JamesBianco12,2019-12-12 12:48:47,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,,60,,
Mm72931622,2019-12-12 12:48:47,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,"Orlando, ",8192,,
blp3,2019-12-12 12:48:47,". quickest, thinnest, weakest, partisan impeachment American presidential histo",True,0.25,0.0,NC,30229,,
beckyllopez80,2019-12-12 12:48:47,". shows partisan Democrats' lead investigator, Mr. Goldman, partisan hack. NOTHING",True,0.0,0.0,"Pennsylvania, USA",6187,,
Sandystern7,2019-12-12 12:48:47,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,,14,,
momlitt,2019-12-12 12:48:47,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,,223,,
LoriBlaney,2019-12-12 12:48:47,". shows partisan Democrats' lead investigator, Mr. Goldman, partisan hack. NOTHING",True,0.0,0.0,Massachusetts,9135,,
garydailydrift,2019-12-12 12:48:47,Please tell 8 year old didnt abort writes Tweets ??,True,0.1,0.1,"The Daily Drift, Drift Radio",23393,,
maggieb116,2019-12-12 12:48:47,"Democrat Alabama watching Brett Kavanaugh hearings, disgusting thing I've seen. Now,",True,-0.25,-1.0,,294,,
Joeyboy25526204,2019-12-12 12:48:47,"done patting back working selected groups people, maybe cou",False,0.0,0.0,,75,,
leslie_tinning,2019-12-12 12:48:47,doesnt crime. know process Canadian.,False,0.5,0.0,,131,,
alishajane777,2019-12-12 12:48:48,Pelosi lied country promising get things done. Americans wanted Democrats *lower prescription drug c,True,0.2,0.2,"Twitter, USA",6357,,
collie_plus_8,2019-12-12 12:48:48,"Indeed. always wants present best everything, right impeached",True,0.29714285714285715,0.37142857142857144,"West Virginia, USA",1150,,
Saldino1234,2019-12-12 12:48:48,BREAKING Senate Majority Leader Mitch McConnell planning hold vote acquit President Trump rather vote,True,0.0,0.0,,1544,,
johnson20_j,2019-12-12 12:48:48,MUSTREAD Gaetz Torches Democrats Impeachment Lawyer Says Hes Partisan ImpeachmentHearings,True,0.0,0.0,,12891,,
shayken13,2019-12-12 12:48:48,31 Dems running districts Trump 2016. Dems worry defections swing districts. Theyre concerned impea,True,0.0,0.0,"Texas, USA",12504,,
MissoulaHome,2019-12-12 12:48:48,read yet?? Kinda blows Sondlands testimony water Ukraine Adviser Andriy Yer,False,0.0,0.0,"Missoula, MT",2629,,
halomoma,2019-12-12 12:48:48,"Democrat Alabama watching Brett Kavanaugh hearings, disgusting thing I've seen. Now,",True,-0.25,-1.0,United States,12817,,
Mohamad51255680,2019-12-12 12:48:48,Trump impeachment case boiled 4 key takeaways Trump pressured Ukraine help 2020 used,True,-0.07777777777777779,0.0,Malaysia,158,,
truthse68254840,2019-12-12 12:48:48,FLOOD PHONE LINES sure call congressional representative express outrage sham impeachment,True,0.15,0.15,,86,,
asphalt873,2019-12-12 12:48:48,Democrat attacks President fall one three categories 1. Hearsay 2. Conjecture 3. Substantive policy,True,0.0,0.0,California,4244,,
GinnyMangum,2019-12-12 12:48:48,"WOKE Democrat Alabama watching Brett Kavanaugh hearings, disgusting thing I've seen. N",True,-0.25,-1.0,"Georgia, USA",7070,,
JoeMarino2017,2019-12-12 12:48:48,"True Conservatives, believe Constitution longer exist Republican Party.",True,0.35,0.35,"Florida, USA",3283,,
Christy98848641,2019-12-12 12:48:48,"7 Pastors, worship leaders pray Trump Oval Office amid impeachment fight FoxNews",True,0.0,0.0,Louisiana,467,,
Anthony24528430,2019-12-12 12:48:48,Pelosi lied country promising get things done. Americans wanted Democrats *lower prescription drug c,True,0.2,0.2,,4,,
TrailBum2,2019-12-12 12:48:48,. ripped House majority's impeachment counsel Daniel Goldman donating tens thousands dollars,True,0.0,0.0,,6832,,
cball47,2019-12-12 12:48:48,CNN airing panel discussion two reporters impeachment.,True,0.0,0.0,"Texas, USA",105,,
lishih_h,2019-12-12 12:48:48,". shows partisan Democrats' lead investigator, Mr. Goldman, partisan hack. NOTHING",True,0.0,0.0,@Japan,1739,,
NolefanpaG,2019-12-12 12:48:48,USA Today editorial board calls Trump's impeachment,True,0.0,0.0,,3005,,
VictoriaPrudkov,2019-12-12 12:48:49,Democrat attacks President fall one three categories 1. Hearsay 2. Conjecture 3. Substantive policy,True,0.0,0.0,,218,,
rebhat61,2019-12-12 12:48:49,". quickest, thinnest, weakest, partisan impeachment American presidential histo",True,0.25,0.0,United States,4552,,
Ginoginocchio1,2019-12-12 12:48:49,". shows partisan Democrats' lead investigator, Mr. Goldman, partisan hack. NOTHING",True,0.0,0.0,"Bullhead City, ",3278,,
sanddragon,2019-12-12 12:48:49,Republican men adopted abuse tactics psychologically manipulative narcissistic sociopaths,True,0.0,0.0,Nowhere by Dogpatch by Border,482,,
BennettDaniel,2019-12-12 12:48:49,Remember Republicans lost mind one impeachment witnesses said Barron Trumps name,True,0.0,0.0,"Siloam Springs, AR",816,,
beecharmerVA,2019-12-12 12:48:49,Democrats arent even trying hide anymore. LynchMob impeachment next years election.,True,0.0,0.0,United States,967,,
MJCat7777,2019-12-12 12:48:49,". shows partisan Democrats' lead investigator, Mr. Goldman, partisan hack. NOTHING",True,0.0,0.0,,6,,
ShanMirza5,2019-12-12 12:48:49,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,Durban S Africa (Via Indiana),10913,,
RealTessieMae,2019-12-12 12:48:49,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,"New Caney, Texas",443,,
dustin_curtis,2019-12-12 12:48:49,Democrat attacks President fall one three categories 1. Hearsay 2. Conjecture 3. Substantive policy,True,0.0,0.0,"San Antonio, TX",18219,,
l7therese5,2019-12-12 12:48:49,"WOKE Democrat Alabama watching Brett Kavanaugh hearings, disgusting thing I've seen. N",True,-0.25,-1.0,,552,,
Altherapper1234,2019-12-12 12:48:49,MUSTREAD Gaetz Torches Democrats Impeachment Lawyer Says Hes Partisan ImpeachmentHearings,True,0.0,0.0,United States,1336,,
ChristinaKilday,2019-12-12 12:48:49,"Democratic members swing districts must look whether president committed impeachable offenses, polling",True,0.0,0.0,"Providence, RI",275,,
TRICKYWAPPY,2019-12-12 12:48:49,"hadnt done crime, wouldnt need whine. Sad",True,-0.5,-0.5,belgium,220,,
SUJAN964,2019-12-12 12:48:49,"run kangaroo court Ignore rules, refuse recognize legitimate objections, stream roll",True,0.0,0.0,Calcutta,113,,
SharNeal,2019-12-12 12:48:49,one cares impeachment. Major media outlets even polling it. Stocks ignoring it. China ignorin,True,0.0625,0.0625,Arizona USA,27258,,
SheerHubris,2019-12-12 12:48:49,"dude works InfoWars. Perhaps motive isnt quite appears. reporting, ? https",True,0.5,0.0,Upstate New York,6101,,
Rachel92153340,2019-12-12 12:48:49,"Impeachment become reflexive Dems. theyve wanted along. Impeachment passion, drug,",True,0.0,0.0,"Colorado, USA",295,,
hummingalong12,2019-12-12 12:48:49,. 17 24 Democrat members Judiciary Committee voted favor impeachment even befor,True,0.2,0.0,,1944,,
usa98mx,2019-12-12 12:48:49,MUSTREAD Gaetz Torches Democrats Impeachment Lawyer Says Hes Partisan ImpeachmentHearings,True,0.0,0.0,World,359,,
Grammie13096941,2019-12-12 12:48:49,folks. watershed moment Donald Trumps impeachment courtesy Preside,True,0.0,0.0,,2685,,
Lumber_jo,2019-12-12 12:48:49,Thse folks scared losing seats vote ImpeachTrump,False,0.0,0.0,The Resistance ,170,,
liberto_donna,2019-12-12 12:48:49,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,"Edgewood, MD",4458,,
TZKJW,2019-12-12 12:48:50,investigation FBI leaks Giuliani ahead 2016 investigation taken longer time took,True,0.0,0.0,Here,1134,,
Jules51141927,2019-12-12 12:48:50,"Oh, shut it....nobody believes people love country. want destroy it, President Trump ruining pla",True,0.15,0.15,,46,,
